SMILES,trg(MW),trg(LogP),trg(QED),trg(TPSA),trg(HBA),trg(HBD),trg(DRD2),gen(MW),gen(LogP),gen(QED),gen(TPSA),gen(HBA),gen(HBD),gen(DRD2),reward
CC1=C(C(=O)ON=C(C(=O)NC2=NCCN2)c2csc(=N)[nH]2)C(CN=c2nc(-n3[nH]nc(C(=O)C(N)=O)c3=N)[nH]c3ccccc23)NC(=O)N1C(=O)C1=C(C)N(c2ccnc(C3SCC4NC(=O)NC43)c2C(CC(=O)NC(=N)N)C2OC(c3ccc(=N)[nH]c3)C(O)C(O)C2O)C(=O)NC1c1cc2c(cc1C1OC(C3CNC(=O)C3)C(O)C(O)C1O)C(CNC(=N)N)N(S(=O)(=O)C(C)C)CC2,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,1921.021,-6.01785,0.005093018,813.05,29,27,0.261256457,13.74068465
CNC(=O)CC(c1c[nH]c(=N)cn1)c1oc2cc(C(CC(=O)NC3=NCCN3)C3CNC(=O)C3)c(C(SC(C)=O)(C3OC(CCCCCCCN4CCC4)C(O)C(O)C3O)C3OC(C(=O)C(N)=O)C(O)C(O)C3O)cc2c1C1NC(=O)N(C(CC(=O)NC(=N)N)C2SCC3NC(=O)NC32)C(C)=C1C(=O)N1C(=O)NC(c2c[nH]c(=N)[nH]c2=N)C(C(=O)ON=C(C(=O)NS(N)(=O)=O)c2csc(=N)[nH]2)=C1C,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,1998.162,-6.54295,0.003462938,846.36,31,28,0.339500641,2.505505382
CCC(C(=O)NC(=N)N)C1OC(C(CC(=O)N2CCC2)C2C(O)C(c3c[nH]c(=N)[nH]c3=N)OC(C(CC(=O)N3CCC3)c3cc4c(N5C(=O)NC(C(CC(=O)NS(N)(=O)=O)c6c[nH]c(=N)[nH]c6=N)C(C(=O)NC(=N)N)=C5C)c(-n5c(=O)c6cccn6c6cccnc65)oc4cc3C(CC(=O)N3CCNC(=O)C3)C3OC(c4nnc(-c5csc(=N)[nH]5)n4NC(=O)C4CNC(=O)C4)C(O)C(O)C3O)C2O)C(O)C(O)C1O,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,2038.1,-8.41231,0.015993131,898.65,30,30,0.293845127,1.690871563
CC1=C(C(=O)NC(=N)N)C(C(CC(=O)NS(N)(=O)=O)C2OC(CCCCC3SCC4NC(=O)NC43)C(O)C(O)C2O)NC(=O)N1c1cc2oc(C(CC(=O)NC3=NCCN3)c3c[nH]c(=N)[nH]c3=N)c(N3C(=O)NC(C(CC(=O)N4C(N)=NC(N)=NC4(C)C)c4c[nH]c(=O)[nH]c4=O)C(C(=O)ON=C(C(=O)N4CCNC(=O)C4)c4csc(=N)[nH]4)=C3C)c2cc1N1CCNC(C)C1,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,1849.987,-6.76742,0.006109827,795.64,27,26,0.2697512,2.68522389
CC1=C(C(=O)NC(=N)N)C(C(CC(=O)N2CCNC(=O)C2)C2CNC(=O)C2)NC(=O)N1c1c(C(CC(=O)ON=C(C(=O)N2CCNC(=O)C2)c2csc(=N)[nH]2)C2OC(c3ccc(=N)[nH]c3)C(O)C(O)C2O)oc2cc(N3CCC4(CC3)CN(C(CC(=O)NC(=N)N)c3c[nH]c(=N)[nH]c3=N)C(=O)O4)c(C(CC(=O)N3C(N)=NC(N)=NC3(C)C)C3OC(C4CNC(=O)C4)C(O)C(O)C3O)cc12,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,1883.95,-7.79048,0.011807251,827.35,28,27,0.239410131,4.726963116
CC1=C(C(=O)NC(=N)N)C(C(CC(=O)ON=C(C(=O)N2CCNC(=O)C2)c2csc(=N)[nH]2)C2NC(=O)N(C(CC(=O)N3CCNC(=O)C3)c3c[nH]c(=N)[nH]c3=N)C(C)=C2C(=O)N2CCC2)NC(=O)N1c1cc2c(C(CC(=O)NC3=NCCN3)C3OC(C(=O)C(N)=O)C(O)C(O)C3O)c(C(CC(=O)NC(=N)N)C3OC(C4CNC(=O)C4)C(O)C(O)C3O)oc2cc1NC1CCc2ccccc21,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,1893.941,-7.97645,0.007632632,807.09,28,27,0.211815149,6.084848506
CC1=C(C(=O)NC2=NCCN2)C(c2cc3oc(C(CC(=O)NC(=N)N)C4OC(C5CNC(=O)C5)C(O)C(O)C4O)c(N4C(=O)NC(C(CC(=O)N5C(N)=NC(N)=NC5(C)C)c5c[nH]c(=N)[nH]c5=N)C(C(=O)N5CCNC(=O)C5)=C4C)c3cc2N2CCC2C(CC(=O)ON=C(C(=O)N2CCNC(=O)C2)c2csc(=N)[nH]2)C2OC(c3c[nH]c(=N)cn3)C(O)C(O)C2O)NC(=O)N1C(=O)CCCNC(=N)N,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,1938.006,-8.97938,0.008036015,867.43,30,29,0.259289917,6.80054936
CC1=C(C(=O)N2CCNC(=O)C2)C(c2c(C(O)C=Cc3ccccc3)oc3cc(ON=C(C(=O)N4CCNC(=O)C4)c4csc(=N)[nH]4)c(C(CC(=O)NC4=NCCN4)C4NC(=O)N(C(CC(=O)NC(=N)N)c5c[nH]c(=N)[nH]c5=N)C(C)=C4C(=O)N4CCC4)cc23)NC(=O)N1C(=O)CC(C1OC(C(=O)C(N)=O)C(O)C(O)C1O)C1OC(c2c[nH]c(=N)cn2)C(O)C(O)C1O,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,1791.804,-6.84295,0.010961218,759.75,26,25,0.197287953,1.542746734
C=C(C)Cc1cc2c(C(CC(=O)ON=C(C(=O)NC3=NCCN3)c3csc(=N)[nH]3)C3OC(C(=O)C(N)=O)C(O)C(O)C3O)c(C(CC(=O)N3CCNC(=O)C3)C3OC(c4c[nH]c(=N)cn4)C(O)C(O)C3O)oc2cc1C1NC(=O)N(C(CC(=O)NC(=N)N)c2c[nH]c(=N)[nH]c2=N)C(C)=C1C(=O)N1C(=O)NC(C(CC)C(=O)NC2=NCCN2)C(C(=O)NC2=NCCN2)=C1C,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,1796.828,-7.85305,0.006105312,793.85,27,27,0.228313296,1.613535797
CCC(C(=O)NC(=N)N)C1C(O)C(C2CNC(=O)C2)OC(C(CC(=O)N2CCC2)n2c(=O)c3ccccc3n(-c3oc4cc(C(CC(=O)NS(N)(=O)=O)C5OC(c6cc(-c7c[nH]c(=N)cn7)c[nH]6)C(O)C(O)C5O)c(C(CC(=O)NC5=NCCN5)C5OC(c6c[nH]c(=N)cn6)C(O)C(O)C5O)cc4c3C(CC(=O)ON=C(C(=O)N3CCC3)c3csc(=N)[nH]3)c3c[nH]c(=N)[nH]c3=N)c2=O)C1O,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,1908.977,-6.28618,0.009386247,816.54,28,27,0.254526191,9.926502353
CCC(C)C(C(=O)O)N1CCc2cc(N3C(=O)NC(C(CC(=O)NC(=N)N)C4OC(c5c(Cl)cccc5Cl)C(O)C(O)C4O)C(C(=O)N4C(=O)NC(C(CC)C(=O)N5CCNC(=O)C5)C(C(=O)ON=C(C(=O)NC(=N)N)c5csc(=N)[nH]5)=C4C)=C3C)c(C(CC(=O)NS(N)(=O)=O)c3c[nH]c(=N)[nH]c3=N)cc2C1CN1CC(O)C(O)C(O)C1C(=O)C(N)=O,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,1782.686,-5.91375,0.00868967,770.49,27,25,0.263991279,1.449461551
CNC(=O)CC(c1cc2c(CC(CC(O)C(CN3C(=O)NC(C(CC(=O)NS(N)(=O)=O)C4OC(c5cccc6ccccc56)C(O)C(O)C4O)C(C(=O)ON=C(C(=O)NC4=NCCN4)c4csc(=N)[nH]4)=C3C)SC(=N)N)NS(N)(=O)=O)c(C(CC(=O)NS(N)(=O)=O)c3cnc(C(=O)C(N)=O)s3)oc2cc1C(CC(=O)NC1=NCCN1)C1OC(c2c[nH]c(=N)[nH]c2=N)C(O)C(O)C1O)c1ccc[nH]c1=N,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,2046.209,-7.42615,0.004331287,912.48,31,30,0.247444321,1.583140697
CC#CCC1OC(C(CC(=O)NC(=N)N)C2NC(=O)N(C34COCC3CN(c3c(N5C(=O)NC(C(CC(=O)NC(=N)N)c6csc(=N)[nH]6)C(C(=O)NS(N)(=O)=O)=C5C)oc5cc(-c6c[nH]c(=N)[nH]c6=N)c(C(CC(=O)ON=C(C(=O)NC6=NCCN6)c6csc(=N)[nH]6)C6OC(n7ncc8c(=O)n(-c9cc(Cl)cc(Cl)c9)cnc87)C(O)C(O)C6O)cc35)C4)C(C)=C2C(=O)NC2=NCCN2)C(O)C(O)C1O,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,2018.909,-5.26428,0.008356016,834.24,29,28,0.266439793,2.029030464
CC1=C(C(=O)NS(N)(=O)=O)C(C(c2cccc(C(=O)C(N)=O)c2F)c2c[nH]c(=N)[nH]c2=N)NC(=O)N1C(CC(=O)ON=C(C(=O)NC1=NCCN1)c1csc(=N)[nH]1)c1cc2c(C(CC(=O)NS(N)(=O)=O)C3OC(C(N)N)C(O)C(O)C3O)c(-c3c[nH]c(=NC(=O)c4ccc(=O)[nH]c4)s3)oc2cc1C(CC(=O)NS(N)(=O)=O)c1cc(-c2cnccc2C(C)(O)C(F)(F)F)cc(C)c1C(C)(O)C(F)(F)F,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,2032.959,-2.87747,0.004089904,837.88,28,25,0.2682162,1.76622824
CCC(C(=O)NC1=NCCN1)C1OC(C(CC(=O)N2C(N)=NC(N)=NC2(C)C)c2cc3c(N4C(=O)NC(C(CC(=O)NC(=N)N)c5c[nH]c(=N)[nH]c5=N)C(C(=O)ON=C(C(=O)NC5=NCCN5)c5csc(=N)[nH]5)=C4C)c(N4C(=O)NC(C(CC(=O)N5CCNC(=O)C5)C5OC(C(=O)C(N)=O)C(O)C(O)C5O)C(C(=O)NC5=NCCN5)=C4C)oc3cc2-c2ccc(F)cc2F)C(O)C(O)C1O,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,1900.887,-8.00922,0.008482883,821.32,28,27,0.209283966,7.54978106
CCC(C(=O)NC(=N)N)c1c(-c2c[nH]c(=N)[nH]c2=N)oc2cc(-c3nc(C(CC(=O)N4CCNC(=O)C4)C4OC(ON=C(C(=O)NC)c5csc(=N)[nH]5)C(O)C(c5cnc(C)cn5)C4O)c(N4C(=O)NC(C(CC(=O)NC(=N)N)C5OC(C6CNC(=O)C6)C(O)C(O)C5O)C(C(=O)NC)=C4C)n3C(CC(=O)N3CCC4OC(n5cc(C6OC(n7ccnc7C)C(O)C6n6c7c(c8ccccc8c6=O)C(=O)c6ccccc6-7)c(=O)c6cc(S(=O)(=O)NC)ccc65)CCC43)C3SCC4NC(=O)NC43)c(C3OC(c4csc(=N)[nH]4)C(O)C(O)C3O)cc12,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,2676.867,-2.23474,0.008952705,978.6,38,31,0.328604112,0.279006498
CC1=C(C(=O)ON=C(C(=O)NC2=NCCN2)c2csc(=N)[nH]2)C(C(CC(=O)NC(=N)N)c2c[nH]c(=N)[nH]c2=N)NC(=O)N1C(=O)C1=C(C)N(c2cc3c(C(CC(=O)N4CCC4)C4CNC(=O)C4)c(N4CC(C)CC(C)C4)oc3cc2C(CC(=O)NC2=NCCN2)C2OC(c3c[nH]c(=N)cn3)C(O)C(O)C2O)C(=O)NC1C(CC(=O)NS(N)(=O)=O)C1OC(C2CNC(=O)C2)C(O)C(O)C1O,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,1903.018,-6.89885,0.01058713,801.8,28,27,0.243947787,8.089262491
CNC(=O)CC(c1cc(Cl)c(-c2cc3c(cc2C2NC(=O)N(C(CC(=O)NC(=N)N)C4OC(C(=O)C(N)=O)C(O)C(O)C4O)C(C)=C2C(=O)ON=C(C(=O)NC)c2csc(=N)[nH]2)C(CSCc2ncc(-c4cccnc4C)n2-c2cn(-c4c(N)n(-c5sc6ccccc6c5Cl)c(=O)[nH]c4=O)cc2C#N)N(C(CO)C(=O)N2C(=O)NC(C(CC(=O)O)C4OC(c5c[nH]c(=N)cn5)C(O)C(O)C4O)C(C(=O)NC)=C2C)CC3)c(Cl)c1)c1c[nH]c(=N)[nH]c1=N,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,2259.594,-0.72255,0.007931095,859.21,32,27,0.320320705,0.615328574
CNCC1c2cc(C3NC(=O)N(c4ccc5nc(ON=C(C(=O)NC)c6csc(=N)[nH]6)cc(C6OC(C(=O)C(N)=O)C(O)C(O)C6O)c5c4)C(C)=C3C(=O)N3C(=O)NC(c4csc(=NC(=O)CNC5=NCCN5)[nH]4)C(C(=O)N4CCC(C5SCC6NC(=O)NC65)C4=O)=C3C)c(C(CC(=O)NS(N)(=O)=O)c3ccc4[nH]cc(C5OC(c6c[nH]c(=N)[nH]c6=N)C(O)C(O)C5O)c4c3)cc2CCN1C(=O)C(CCCCN)[N+](C)(C)C,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,2106.329,-4.08939,0.003870601,787.81,29,26,0.349401111,1.107886717
CCC(C(=O)NC1=NCCN1)C1OC(C(CC(=O)N2C(N)=NC(N)=NC2(C)C)C2NC(=O)N(C3NC(=O)N(c4cc5oc(C(CC(=O)NC6=NCCN6)C6OC(c7c[nH]c(=N)cn7)C(O)C(O)C6O)c(C(C)(C)C(=O)NC(=N)N)c5cc4C(CC(=O)N4CCNC(=O)C4)c4c[nH]c(=N)[nH]c4=N)C(C)=C3C(=O)ON=C(C(=O)N3CCNC(=O)C3)c3csc(=N)[nH]3)C(C)=C2C(=O)N2CCC2)C(O)C(O)C1O,1921.808718,-7.82963,0.015360798,810.5,28,27,0.245509655,1951.045,-8.23945,0.011166396,829.92,28,27,0.225060043,5.815332135
